fold,user_id,n_u,aff_pct_u,segment
0,1,218,49.94697773064687,regular
0,2,51,65.7476139978791,regular
0,3,48,17.28525980911983,regular
0,4,20,35.949098621421,new
0,5,152,27.1474019088017,regular
0,6,182,83.98727465535525,trend
0,7,339,43.584305408271476,regular
0,8,50,75.2916224814422,regular
0,9,18,76.13997879109226,new
0,10,147,76.7762460233298,regular
0,11,158,43.79639448568399,regular
0,12,44,91.62248144220572,trend
0,13,530,27.995758218451748,regular
0,14,84,87.27465535524921,trend
0,15,91,14.316012725344645,regular
0,16,116,76.033934252386,regular
0,17,25,44.114528101802755,regular
0,18,239,68.61081654294804,regular
0,19,18,58.64262990455992,new
0,20,43,57.79427359490986,regular
0,21,150,9.544008483563097,regular
0,22,113,25.344644750795336,regular
0,23,132,65.95970307529161,regular
0,24,60,79.2152704135737,regular
0,25,69,85.68398727465537,trend
0,26,88,15.270413573700955,regular
0,27,20,33.29798515376458,new
0,28,70,58.32449628844114,regular
0,29,30,31.495227995758217,regular
0,30,37,36.90349946977731,regular
0,31,32,54.18875927889714,regular
0,32,35,60.021208907741254,regular
0,33,20,0.6362672322375398,new
0,34,17,1.0604453870625663,new
0,35,21,1.2725344644750796,new
0,36,16,6.256627783669141,new
0,37,49,55.24920466595971,regular
0,38,106,13.361611876988336,regular
0,39,19,85.36585365853658,new
0,40,31,36.691410392364794,regular
0,41,42,97.66702014846236,trend
0,42,158,41.03923647932132,regular
0,43,192,45.81124072110286,regular
0,44,130,70.09544008483563,regular
0,45,43,26.08695652173913,regular
0,46,22,90.13785790031812,new
0,47,22,13.57370095440085,new
0,48,57,93.53128313891834,trend
0,49,185,26.4050901378579,regular
0,50,21,31.70731707317073,new
0,51,18,99.57582184517497,new
0,52,49,55.143160127253445,regular
0,53,23,84.30540827147401,trend
0,54,56,41.569459172852596,regular
0,55,18,88.12301166489925,new
0,56,164,30.646871686108167,regular
0,57,91,28.207847295864262,regular
0,58,126,83.45705196182396,trend
0,59,330,51.007423117709436,regular
0,60,180,70.94379639448569,regular
0,61,18,1.166489925768823,new
0,62,192,56.83987274655355,regular
0,63,77,31.38918345705196,regular
0,64,170,65.32343584305409,regular
0,65,68,77.30646871686108,regular
0,66,31,56.52173913043478,regular
0,67,26,8.48356309650053,regular
0,68,30,59.38494167550371,regular
0,69,55,80.27571580063628,regular
0,70,114,50.68928950159067,regular
0,71,33,95.1219512195122,trend
0,72,112,75.18557794273595,regular
0,73,58,86.53234358430541,trend
0,74,31,28.950159066808055,regular
0,75,69,8.16542948038176,regular
0,76,69,69.35312831389183,regular
0,77,62,93.6373276776246,trend
0,78,16,1.6967126193001063,new
0,79,49,65.5355249204666,regular
0,80,25,91.41039236479321,trend
0,81,52,31.071049840933192,regular
0,82,148,60.127253446447504,regular
0,83,130,12.089077412513255,regular
0,84,59,38.812301166489924,regular
0,85,253,60.76352067868505,regular
0,86,18,4.135737009544008,new
0,87,182,26.82926829268293,regular
0,88,17,66.17179215270413,new
0,89,65,50.159066808059386,regular
0,90,245,68.82290562036056,regular
0,91,86,86.95652173913044,trend
0,92,328,19.406150583244962,regular
0,93,17,6.574761399787911,new
0,94,349,35.31283138918346,regular
0,95,233,42.3117709437964,regular
0,96,46,99.0455991516437,trend
0,97,53,96.71261930010604,trend
0,98,24,27.041357370095444,regular
0,99,115,33.93425238600212,regular
0,100,44,40.93319194061506,regular
0,101,56,10.180275715800637,regular
0,102,183,29.16224814422057,regular
0,103,25,87.0625662778367,trend
0,104,99,26.723223753976672,regular
0,105,20,47.1898197242842,new
0,106,54,76.56415694591729,regular
0,107,18,10.604453870625663,new
0,108,29,44.432661717921526,regular
0,109,201,24.17815482502651,regular
0,110,107,16.436903499469775,regular
0,111,21,47.932131495228,new
0,112,35,33.828207847295864,regular
0,113,43,27.571580063626723,regular
0,114,42,97.13679745493107,trend
0,115,79,81.44220572640509,regular
0,116,111,30.54082714740191,regular
0,117,76,46.129374337221634,regular
0,118,61,80.38176033934252,regular
0,119,143,44.75079533404029,regular
0,120,23,43.90243902439025,regular
0,121,66,83.03287380699894,trend
0,122,49,59.597030752916226,regular
0,123,46,93.10710498409331,trend
0,124,20,97.24284199363733,new
0,125,160,49.41675503711559,regular
0,126,36,30.22269353128314,regular
0,127,20,28.738069989395548,new
0,128,157,55.037115588547195,regular
